Number of Data points,Accuracy
0,0.6300854205878095
1,0.9398436368901115
2,0.9367308527580716
3,0.9632257130447373
4,0.9718401621543362
5,0.9753148979296365
6,0.9777037787751557
7,0.9801650499493267
8,0.9749529462863762
9,0.9809613435644998
10,0.9856667149268857
11,0.984218908353844
12,0.9856667149268857
13,0.984218908353844
14,0.9853771536122774
15,0.9864630085420588
16,0.9851599826263211
17,0.985883885912842
18,0.9852323729549732
19,0.9856667149268857
20,0.9849428116403649
21,0.9861010568987983
22,0.9863182278847547
23,0.9863182278847547
24,0.9870421311712755
25,0.9864630085420588
26,0.987404082814536
27,0.9867525698566671
28,0.9870421311712755
29,0.9861734472274504
30,0.9876212538004923
31,0.9869697408426235
32,0.9868973505139713
33,0.9871869118285796
34,0.9868973505139713
35,0.9871869118285796
36,0.9876212538004923
37,0.987404082814536
38,0.9879108151151006
39,0.9877660344577964
40,0.9877660344577964
41,0.9879832054437527
42,0.9881279861010569
43,0.9878384247864486
44,0.9877660344577964
45,0.9880555957724048
46,0.9884175474156652
47,0.9884175474156652
48,0.9885623280729694
49,0.9882727667583611
50,0.9881279861010569
51,0.9885623280729694
52,0.9896481830027508
53,0.9894310120167945
54,0.9896481830027508
55,0.9895034023454466
56,0.9893586216881425
57,0.9895034023454466
58,0.9895034023454466
59,0.9892862313594903
60,0.9895034023454466
61,0.9892862313594903
62,0.988996670044882
63,0.9895034023454466
64,0.9895757926740988
65,0.9893586216881425
66,0.9893586216881425
67,0.9895034023454466
68,0.9902273056319676
69,0.9900101346460113
70,0.9895757926740988
71,0.9895034023454466
72,0.9898653539887071
73,0.9902996959606196
74,0.9903720862892718
75,0.9904444766179239
76,0.9902996959606196
77,0.9902273056319676
78,0.9903720862892718
79,0.9901549153033155
80,0.9898653539887071
81,0.9905892572752281
82,0.9904444766179239
83,0.9908788185898364
84,0.9906616476038801
85,0.9905892572752281
86,0.9902996959606196
87,0.9903720862892718
88,0.9910235992471406
89,0.9913131605617489
90,0.9914579412190532
91,0.9916751122050094
92,0.9916027218763573
93,0.9914579412190532
94,0.9914579412190532
95,0.9911683799044447
96,0.9912407702330969
97,0.991385550890401
98,0.9915303315477052
99,0.9915303315477052
100,0.9916027218763573
101,0.9917475025336615
102,0.9914579412190532
103,0.9917475025336615
104,0.9919646735196178
105,0.9919646735196178
106,0.9918922831909657
107,0.9918922831909657
108,0.992109454176922
109,0.9918198928623136
110,0.9918198928623136
111,0.9918922831909657
112,0.9918198928623136
113,0.992109454176922
114,0.992181844505574
115,0.992109454176922
116,0.9923266251628783
117,0.992181844505574
118,0.9923266251628783
119,0.9923990154915303
120,0.9923990154915303
121,0.9923266251628783
122,0.9923990154915303
123,0.9923990154915303
124,0.9923990154915303
125,0.9923266251628783
126,0.9923266251628783
127,0.9922542348342261
128,0.9923266251628783
129,0.9925437961488345
130,0.9924714058201825
131,0.9922542348342261
132,0.9922542348342261
133,0.9923990154915303
134,0.9924714058201825
135,0.9922542348342261
136,0.9926161864774866
137,0.9926161864774866
138,0.9927609671347908
139,0.9927609671347908
140,0.9928333574634429
141,0.9927609671347908
142,0.9926161864774866
143,0.9927609671347908
144,0.9926161864774866
145,0.9926161864774866
146,0.992905747792095
147,0.992905747792095
148,0.9933400897640076
149,0.9934124800926596
150,0.9933400897640076
151,0.9933400897640076
152,0.9932676994353554
153,0.9931953091067034
154,0.9931953091067034
155,0.9931953091067034
156,0.9931953091067034
157,0.9931229187780513
158,0.9933400897640076
159,0.9934124800926596
160,0.9931953091067034
161,0.9931953091067034
162,0.993702041407268
163,0.9935572607499638
164,0.9932676994353554
165,0.9931953091067034
166,0.9923266251628783
167,0.9926161864774866
168,0.9929781381207471
169,0.9931229187780513
170,0.9932676994353554
171,0.9931953091067034
172,0.9932676994353554
173,0.9933400897640076
174,0.9932676994353554
175,0.9934848704213117
176,0.9934124800926596
177,0.9935572607499638
178,0.9934124800926596
179,0.9934124800926596
180,0.9935572607499638
181,0.9935572607499638
182,0.993702041407268
183,0.9937744317359201
184,0.9938468220645722
185,0.9937744317359201
186,0.9937744317359201
187,0.9936296510786159
188,0.9937744317359201
189,0.993702041407268
190,0.9937744317359201
191,0.9934124800926596
192,0.9935572607499638
193,0.9939916027218764
194,0.9939916027218764
195,0.9939192123932242
196,0.9939916027218764
197,0.9939192123932242
198,0.9939192123932242
199,0.9939916027218764
200,0.9940639930505285
201,0.9941363833791805
202,0.9941363833791805
203,0.9940639930505285
204,0.9941363833791805
205,0.9944259446937889
206,0.9945707253510931
207,0.9945707253510931
208,0.994498335022441
209,0.9944259446937889
210,0.994498335022441
211,0.9942811640364847
212,0.9945707253510931
213,0.9945707253510931
214,0.994498335022441
215,0.9944259446937889
216,0.9944259446937889
217,0.9944259446937889
218,0.9944259446937889
219,0.9943535543651368
220,0.9944259446937889
221,0.994498335022441
222,0.9943535543651368
223,0.9943535543651368
224,0.994498335022441
225,0.9943535543651368
226,0.9944259446937889
227,0.994498335022441
228,0.994498335022441
229,0.994498335022441
230,0.994498335022441
231,0.9945707253510931
232,0.9945707253510931
233,0.9944259446937889
234,0.9943535543651368
235,0.9945707253510931
236,0.994498335022441
237,0.9942087737078327
238,0.9942811640364847
239,0.9942087737078327
240,0.9942811640364847
241,0.9944259446937889
242,0.994498335022441
243,0.9943535543651368
244,0.9944259446937889
245,0.994498335022441
246,0.9945707253510931
247,0.9945707253510931
248,0.9945707253510931
249,0.994498335022441
250,0.994498335022441
251,0.994498335022441
252,0.994498335022441
253,0.9945707253510931
254,0.9945707253510931
255,0.9947878963370493
256,0.9948602866657015
257,0.9949326769943535
258,0.9950050673230056
259,0.9950050673230056
260,0.9949326769943535
261,0.9948602866657015
262,0.9947155060083973
263,0.9947155060083973
264,0.9950774576516578
265,0.9950050673230056
266,0.9950050673230056
267,0.9949326769943535
268,0.9950050673230056
269,0.9948602866657015
270,0.9948602866657015
271,0.9947155060083973
272,0.9945707253510931
273,0.9947155060083973
274,0.9945707253510931
275,0.9946431156797452
276,0.9947155060083973
277,0.9947878963370493
278,0.9947878963370493
279,0.9947878963370493
280,0.9949326769943535
281,0.9947878963370493
282,0.9950774576516578
283,0.9950774576516578
284,0.995222238308962
285,0.9951498479803098
286,0.9950050673230056
287,0.9950050673230056
288,0.9950774576516578
289,0.9951498479803098
290,0.9951498479803098
291,0.9951498479803098
292,0.995222238308962
293,0.995222238308962
294,0.995294628637614
295,0.9951498479803098
296,0.9951498479803098
297,0.9951498479803098
298,0.9951498479803098
299,0.9951498479803098
300,0.9951498479803098
301,0.9951498479803098
302,0.9951498479803098
303,0.9951498479803098
304,0.9950774576516578
305,0.9951498479803098
306,0.9951498479803098
307,0.9951498479803098
308,0.995222238308962
309,0.9950050673230056
310,0.9950050673230056
311,0.9950050673230056
312,0.9950050673230056
313,0.9950050673230056
314,0.9950050673230056
315,0.9949326769943535
316,0.9950050673230056
317,0.9950774576516578
318,0.9950774576516578
319,0.9950774576516578
320,0.9950774576516578
321,0.9950774576516578
322,0.9950774576516578
323,0.9950774576516578
324,0.9950050673230056
325,0.9950050673230056
326,0.9950050673230056
327,0.9950774576516578
328,0.9949326769943535
329,0.9950050673230056
330,0.995222238308962
331,0.995294628637614
332,0.995294628637614
333,0.995294628637614
334,0.9951498479803098
335,0.9951498479803098
336,0.9951498479803098
337,0.9951498479803098
338,0.9953670189662661
339,0.9953670189662661
340,0.9953670189662661
341,0.995294628637614
342,0.995294628637614
343,0.9953670189662661
344,0.995222238308962
345,0.995294628637614
346,0.995294628637614
347,0.995294628637614
348,0.995294628637614
349,0.995222238308962
350,0.995222238308962
351,0.995294628637614
352,0.995294628637614
353,0.9954394092949183
354,0.995294628637614
355,0.9953670189662661
356,0.995294628637614
357,0.9953670189662661
358,0.995294628637614
359,0.995294628637614
360,0.9953670189662661
361,0.995294628637614
362,0.9953670189662661
363,0.9953670189662661
364,0.9954394092949183
365,0.9954394092949183
366,0.995294628637614
367,0.995222238308962
368,0.995294628637614
369,0.9954394092949183
370,0.9955117996235703
371,0.9954394092949183
372,0.9955841899522224
373,0.9955117996235703
374,0.9955117996235703
375,0.9955117996235703
376,0.9954394092949183
377,0.9953670189662661
378,0.9953670189662661
379,0.9954394092949183
380,0.9953670189662661
381,0.9954394092949183
382,0.9953670189662661
383,0.9954394092949183
384,0.9956565802808744
385,0.9956565802808744
386,0.9954394092949183
387,0.9955117996235703
388,0.9955117996235703
389,0.9955841899522224
390,0.9955117996235703
391,0.9955841899522224
392,0.9956565802808744
393,0.9956565802808744
394,0.9955841899522224
395,0.9955117996235703
396,0.9955117996235703
397,0.9954394092949183
398,0.9955117996235703
399,0.9955117996235703
400,0.9955117996235703
401,0.9956565802808744
402,0.9955841899522224
403,0.9955841899522224
404,0.9955841899522224
405,0.9955117996235703
406,0.9955117996235703
407,0.9954394092949183
408,0.9955841899522224
409,0.9955117996235703
410,0.9955841899522224
411,0.9955117996235703
412,0.9954394092949183
413,0.9953670189662661
414,0.9955841899522224
415,0.9955117996235703
416,0.9955841899522224
417,0.9955117996235703
418,0.9955117996235703
419,0.9955117996235703
420,0.9955841899522224
421,0.9955841899522224
422,0.9956565802808744
423,0.9956565802808744
424,0.9955841899522224
425,0.9955841899522224
426,0.9956565802808744
427,0.9956565802808744
428,0.9956565802808744
429,0.9956565802808744
430,0.9956565802808744
431,0.9956565802808744
432,0.9956565802808744
433,0.9956565802808744
434,0.9956565802808744
435,0.9955841899522224
436,0.9956565802808744
437,0.9956565802808744
438,0.9955841899522224
439,0.9956565802808744
440,0.9956565802808744
441,0.9956565802808744
442,0.9958013609381786
443,0.9957289706095266
444,0.9956565802808744
445,0.9957289706095266
446,0.9957289706095266
447,0.9955117996235703
448,0.9955117996235703
449,0.9955841899522224
450,0.9956565802808744
451,0.9956565802808744
452,0.9956565802808744
453,0.9956565802808744
454,0.9956565802808744
455,0.9958013609381786
456,0.9956565802808744
457,0.9955841899522224
458,0.9956565802808744
459,0.9956565802808744
460,0.9955841899522224
461,0.9955841899522224
462,0.9955841899522224
463,0.9955841899522224
464,0.9955841899522224
465,0.9955841899522224
466,0.9955841899522224
467,0.9957289706095266
468,0.9957289706095266
469,0.9957289706095266
470,0.9957289706095266
471,0.9956565802808744
472,0.9956565802808744
473,0.9955841899522224
474,0.9955841899522224
475,0.9955841899522224
476,0.9955841899522224
477,0.9956565802808744
478,0.9957289706095266
479,0.9958013609381786
480,0.9958013609381786
481,0.9959461415954829
482,0.9959461415954829
483,0.9959461415954829
484,0.9959461415954829
485,0.9959461415954829
486,0.9959461415954829
487,0.9960185319241349
488,0.9959461415954829
489,0.9959461415954829
490,0.9959461415954829
491,0.9958737512668308
492,0.9960185319241349
493,0.9960185319241349
494,0.9960185319241349
495,0.9960185319241349
496,0.9960185319241349
497,0.9960185319241349
498,0.9959461415954829
499,0.9959461415954829
500,0.9958737512668308
501,0.0
