Number of Data points,Accuracy
179,0.999120433
180,0.999188092
181,0.999188092
182,0.999120433
183,0.999120433
184,0.999120433
185,0.999120433
186,0.999120433
187,0.999120433
188,0.999255751
189,0.999255751
190,0.999188092
191,0.999188092
192,0.999188092
193,0.999188092
194,0.999188092
195,0.999188092
196,0.999188092
197,0.999188092
198,0.999188092
199,0.999255751
200,0.999255751
201,0.999255751
202,0.999255751
203,0.999255751
204,0.999255751
205,0.999255751
206,0.999255751
207,0.99932341
208,0.99932341
209,0.99932341
210,0.999255751
211,0.999255751
212,0.999391069
213,0.99932341
214,0.99932341
215,0.99932341
216,0.99932341
217,0.99932341
218,0.999255751
219,0.999255751
220,0.999255751
221,0.999255751
222,0.999255751
223,0.999255751
224,0.999255751
225,0.999255751
226,0.999255751
227,0.999255751
228,0.999255751
229,0.999188092
230,0.999255751
231,0.999255751
232,0.999255751
233,0.999255751
234,0.999255751
235,0.999255751
236,0.999255751
237,0.99932341
238,0.99932341
239,0.99932341
240,0.99932341
241,0.99932341
242,0.99932341
243,0.99932341
244,0.99932341
245,0.99932341
246,0.999255751
247,0.99932341
248,0.99932341
249,0.99932341
250,0.99932341
251,0.99932341
252,0.99932341
253,0.999391069
254,0.99932341
255,0.999391069
256,0.999391069
257,0.999391069
258,0.999391069
259,0.999391069
260,0.99932341
261,0.999391069
262,0.99932341
263,0.99932341
264,0.99932341
265,0.99932341
266,0.99932341
267,0.99932341
268,0.99932341
269,0.99932341
270,0.99932341
271,0.99932341
272,0.99932341
273,0.99932341
274,0.99932341
275,0.99932341
276,0.99932341
277,0.99932341
278,0.99932341
279,0.99932341
280,0.99932341
281,0.99932341
282,0.99932341
283,0.99932341
284,0.99932341
285,0.99932341
286,0.99932341
287,0.99932341
288,0.99932341
289,0.99932341
290,0.99932341
291,0.99932341
292,0.99932341
293,0.99932341
294,0.99932341
295,0.99932341
296,0.99932341
297,0.99932341
298,0.99932341
299,0.99932341
300,0.99932341
301,0.99932341
302,0.99932341
303,0.99932341
304,0.99932341
305,0.99932341
306,0.99932341
307,0.99932341
308,0.99932341
309,0.99932341
310,0.99932341
311,0.99932341
312,0.99932341
313,0.99932341
314,0.99932341
315,0.99932341
316,0.99932341
317,0.99932341
318,0.99932341
319,0.99932341
320,0.99932341
321,0.99932341
322,0.99932341
323,0.99932341
324,0.99932341
325,0.99932341
326,0.99932341
327,0.99932341
328,0.99932341
329,0.99932341
330,0.99932341
331,0.99932341
332,0.99932341
333,0.99932341
334,0.99932341
335,0.99932341
336,0.99932341
337,0.99932341
338,0.99932341
339,0.99932341
340,0.99932341
341,0.99932341
342,0.99932341
343,0.99932341
344,0.99932341
345,0.99932341
346,0.99932341
347,0.99932341
348,0.99932341
349,0.99932341
350,0.99932341
351,0.99932341
352,0.99932341
353,0.99932341
354,0.99932341
355,0.99932341
356,0.99932341
357,0.99932341
358,0.99932341
359,0.99932341
360,0.99932341
361,0.99932341
362,0.99932341
363,0.99932341
364,0.99932341
365,0.99932341
366,0.99932341
367,0.99932341
368,0.99932341
369,0.99932341
370,0.99932341
371,0.99932341
372,0.99932341
373,0.99932341
374,0.99932341
375,0.99932341
376,0.99932341
377,0.99932341
378,0.99932341
379,0.99932341
380,0.99932341
381,0.99932341
382,0.99932341
383,0.99932341
384,0.99932341
385,0.99932341
386,0.99932341
387,0.99932341
388,0.99932341
389,0.99932341
390,0.99932341
391,0.99932341
392,0.99932341
393,0.99932341
394,0.99932341
395,0.99932341
396,0.99932341
397,0.99932341
398,0.99932341
399,0.99932341
400,0.99932341
401,0.99932341
402,0.99932341
403,0.99932341
404,0.99932341
405,0.99932341
406,0.99932341
407,0.99932341
408,0.99932341
409,0.99932341
410,0.99932341
411,0.99932341
412,0.99932341
413,0.99932341
414,0.99932341
415,0.99932341
416,0.99932341
417,0.99932341
418,0.99932341
419,0.99932341
420,0.99932341
421,0.99932341
422,0.99932341
423,0.999391069
424,0.999391069
425,0.99932341
426,0.999391069
427,0.999391069
428,0.999391069
429,0.999391069
430,0.999391069
431,0.999391069
432,0.999391069
433,0.999391069
434,0.999391069
435,0.999391069
436,0.999391069
437,0.999391069
438,0.999391069
439,0.999391069
440,0.999391069
441,0.999391069
442,0.999391069
443,0.999391069
444,0.999458728
445,0.999458728
446,0.999458728
447,0.999458728
448,0.999458728
449,0.999458728
450,0.999458728
451,0.999458728
452,0.999458728
453,0.999458728
454,0.999458728
455,0.999458728
456,0.999458728
457,0.999458728
458,0.999458728
459,0.999458728
460,0.999458728
461,0.999458728
462,0.999458728
463,0.999458728
464,0.999458728
465,0.999458728
466,0.999458728
467,0.999458728
468,0.999458728
469,0.999458728
470,0.999458728
471,0.999458728
472,0.999458728
473,0.999458728
474,0.999458728
475,0.999458728
476,0.999458728
477,0.999458728
478,0.999458728
479,0.999458728
480,0.999458728
481,0.999458728
482,0.999458728
483,0.999458728
484,0.999458728
485,0.999458728
486,0.999458728
487,0.999458728
488,0.999458728
489,0.999458728
490,0.999458728
491,0.999458728
492,0.999458728
493,0.999458728
494,0.999458728
495,0.999458728
496,0.999458728
497,0.999458728
498,0.999458728
499,0.999458728
500,0.999458728
